#i,cluster,ra,dec,peakheight,snr,photz,specz,richness
303, MOO J0148-2547 ,27.1025,-25.7925,0.58,8.9,       ,        ,          
304, MOO J0148-1200 ,27.105833,-12.01222,0.58,8.9,       ,        ,          
305, MOO J0148+0533 ,27.169166999999998,5.558330000000001,0.65,9.8,  0.81 ,        ,       12 
306, MOO J0149-0816 ,27.310416999999998,-8.27111,0.61,9.3,  1.01 ,        ,       16 
307, MOO J0149+2036 ,27.42125,20.61528,0.57,8.8,       ,        ,          
308, MOO J0150+1008 ,27.733333000000002,10.13472,0.67,10.2,  0.98 ,        ,       31 
309, MOO J0150+0633 ,27.74375,6.563060000000001,0.61,9.3,  0.88 ,        ,       21 
310, MOO J0151+2139 ,27.835833,21.65139,0.58,8.9,       ,        ,          
311, MOO J0151-2846 ,27.905,-28.781390000000002,0.68,10.5,  1.24 ,        ,       36 
312, MOO J0152-1115 ,28.0775,-11.254719999999999,0.6,9.2,  1.19 ,        ,       35 
313, MOO J0152-1339 ,28.154166999999998,-13.663329999999998,0.61,9.4,       ,        ,          
314, MOO J0153+0415 ,28.289167,4.25556,0.62,9.7,  0.97 ,        ,       19 
315, MOO J0153+3328 ,28.345833000000002,33.47083,0.59,9.8,  1.23 ,        ,       29 
316, MOO J0153-0513 ,28.42375,-5.21917,0.6,9.2,  1.02 ,        ,       37 
317, MOO J0153-0429 ,28.429167,-4.495830000000001,0.58,9.0,  0.91 ,        ,       12 
318, MOO J0153+1821 ,28.46125,18.35139,0.6,9.2,  0.98 ,        ,       23 
319, MOO J0154-0109 ,28.5925,-1.15611,0.67,10.3,  1.23 ,        ,       20 
320, MOO J0154+2305 ,28.6475,23.08861,0.59,9.1,   0.8 ,        ,       12 
321, MOO J0154+2703 ,28.650416999999997,27.051109999999998,0.56,9.3,       ,        ,          
322, MOO J0154+2753 ,28.695,27.89278,0.63,10.3,  1.02 ,        ,       19 
323, MOO J0155-2426 ,28.81,-24.446939999999998,0.59,8.9,  1.09 ,        ,       15 
324, MOO J0155-0821 ,28.932917,-8.36417,0.77,11.8,  1.02 ,        ,       26 
325, MOO J0156-1121 ,29.09375,-11.36472,0.58,8.8,       ,        ,          
326, MOO J0156+0105 ,29.159583,1.09333,0.61,9.5,       ,        ,          
327, MOO J0157-1556 ,29.252917,-15.943610000000001,0.6,9.0,  1.57 ,        ,          
328, MOO J0157+0802 ,29.252917,8.04778,0.57,8.7,       ,        ,          
329, MOO J0157-2420 ,29.265,-24.335,0.57,8.7,       ,        ,          
330, MOO J0157-0907 ,29.344167,-9.131110000000001,0.56,8.6,       ,        ,          
331, MOO J0157+2111 ,29.468333,21.185,0.65,10.0,  0.99 ,        ,       25 
332, MOO J0158-2934 ,29.674166999999997,-29.58083,0.56,8.7,       ,        ,          
333, MOO J0159-1641 ,29.860833000000003,-16.69472,0.57,8.7,       ,        ,          
334, MOO J0159-2717 ,29.95875,-27.29222,0.64,9.8,   1.1 ,        ,       26 
335, MOO J0200-2147 ,30.101667,-21.78528,0.81,12.2,  0.88 ,        ,       25 
336, MOO J0200+2139 ,30.132083,21.65139,0.59,9.2,  1.14 ,        ,       27 
337, MOO J0201+2536 ,30.416666999999997,25.6,0.57,9.4,       ,        ,          
338, MOO J0201-0344 ,30.4275,-3.73639,0.67,10.3,  0.99 ,        ,       30 
339, MOO J0201-0710 ,30.444166999999997,-7.181939999999999,0.59,9.0,  1.08 ,        ,       30 
340, MOO J0202+2633 ,30.5525,26.558059999999998,0.68,11.2,  1.16 ,        ,       31 
341, MOO J0202+2423 ,30.628333,24.39278,0.58,8.9,       ,        ,          
342, MOO J0202-2258 ,30.643333000000002,-22.9725,0.57,8.7,       ,        ,          
343, MOO J0202+1311 ,30.7425,13.18583,0.6,9.1,  1.12 ,        ,       31 
344, MOO J0203+3031 ,30.77375,30.530279999999998,0.6,9.9,  0.99 ,        ,       19 
345, MOO J0203+2228 ,30.86375,22.473329999999997,0.59,9.1,  0.89 ,        ,       13 
346, MOO J0204-1625 ,31.04625,-16.42333,0.65,9.9,  0.97 ,        ,       33 
347, MOO J0204-2950 ,31.062083,-29.84889,0.6,9.2,  0.91 ,        ,       24 
348, MOO J0204+1026 ,31.230417,10.43333,0.6,9.1,  1.01 ,        ,       23 
349, MOO J0205+1057 ,31.2725,10.953330000000001,0.77,11.5,  1.16 ,        ,       39 
350, MOO J0205+0129 ,31.360416999999998,1.49222,0.68,10.5,  1.02 ,        ,       40 
351, MOO J0206-0448 ,31.606666999999998,-4.81556,0.59,9.1,   1.1 ,        ,       12 
352, MOO J0207-1114 ,31.846667,-11.245280000000001,0.61,9.5,       ,        ,          
353, MOO J0208-0935 ,32.038333,-9.59694,0.59,9.2,   1.1 ,        ,       24 
354, MOO J0208-1233 ,32.09875,-12.5625,0.58,9.0,  1.13 ,        ,       21 
355, MOO J0208-2951 ,32.14875,-29.86167,0.6,9.2,  1.75 ,        ,       27 
356, MOO J0208-1939 ,32.185417,-19.65444,0.61,9.3,  1.06 ,        ,       19 
357, MOO J0209+1512 ,32.259583,15.20694,0.57,9.0,       ,        ,          
358, MOO J0210+2029 ,32.670833,20.49694,0.56,8.7,       ,        ,          
359, MOO J0211-1604 ,32.786667,-16.06944,0.58,8.8,       ,        ,          
360, MOO J0211-0016 ,32.834167,-0.27,0.57,8.8,       ,        ,          
361, MOO J0211-1453 ,32.951667,-14.891670000000001,0.58,9.0,  0.93 ,        ,       29 
362, MOO J0212-1814 ,33.016667,-18.234720000000003,0.82,12.5,  1.06 ,  1.098 ,       37 
363, MOO J0212+0746 ,33.101667,7.77389,0.57,8.7,       ,        ,          
364, MOO J0212-2922 ,33.167916999999996,-29.38028,0.68,10.4,  0.96 ,        ,       25 
365, MOO J0213-0720 ,33.270417,-7.334169999999999,0.64,9.9,  0.99 ,        ,       41 
366, MOO J0213-2949 ,33.386666999999996,-29.820829999999997,0.63,9.7,  1.24 ,        ,       56 
367, MOO J0213+0733 ,33.431667,7.56083,0.58,8.7,       ,        ,          
368, MOO J0213-0415 ,33.47625,-4.26417,0.56,8.7,       ,        ,          
369, MOO J0214-1314 ,33.559583,-13.235,0.61,9.5,  1.16 ,        ,       11 
370, MOO J0214+3421 ,33.560417,34.35889,0.64,10.5,   0.9 ,        ,       38 
371, MOO J0215+1303 ,33.8175,13.056389999999999,0.7,10.5,  1.27 ,        ,       18 
372, MOO J0216+1231 ,34.004166999999995,12.5275,0.56,8.5,       ,        ,          
373, MOO J0216-0024 ,34.01125,-0.40667,0.62,9.6,  1.44 ,        ,       27 
374, MOO J0216-2305 ,34.061667,-23.09694,0.6,9.2,   1.1 ,        ,       21 
375, MOO J0216-1822 ,34.182083,-18.3675,0.57,8.7,       ,        ,          
376, MOO J0216-2231 ,34.23375,-22.51667,0.82,12.4,  1.08 ,        ,       40 
377, MOO J0217+1802 ,34.479583,18.03833,0.62,9.2,  0.97 ,        ,       27 
378, MOO J0217+1425 ,34.4875,14.427779999999998,0.75,11.4,  1.49 ,        ,        9 
379, MOO J0218+1348 ,34.607917,13.80361,0.6,9.1,  1.19 ,        ,       45 
380, MOO J0218+1400 ,34.654583,14.007220000000002,0.67,10.1,       ,        ,          
381, MOO J0218-1416 ,34.674167,-14.281939999999999,0.6,9.3,  1.08 ,        ,       28 
382, MOO J0218+0134 ,34.694583,1.57861,0.61,9.4,  1.48 ,        ,       22 
383, MOO J0219+0359 ,34.856667,3.9986099999999998,0.61,9.4,       ,        ,          
384, MOO J0219+3333 ,34.925416999999996,33.558890000000005,0.64,10.5,  1.27 ,        ,       29 
385, MOO J0219+0857 ,34.966667,8.95611,0.58,8.8,  1.05 ,        ,       36 
386, MOO J0220+2120 ,35.008333,21.338060000000002,0.63,9.5,  1.05 ,        ,       19 
387, MOO J0220-1610 ,35.015417,-16.17,0.6,9.1,   1.4 ,        ,       27 
388, MOO J0220+0033 ,35.048333,0.56361,0.59,9.1,       ,        ,          
389, MOO J0220+1759 ,35.079167,17.99,0.56,8.4,       ,        ,          
390, MOO J0220-2311 ,35.095833,-23.19556,0.58,9.0,  1.02 ,        ,       32 
391, MOO J0220+1834 ,35.10125,18.581670000000003,0.57,8.6,       ,        ,          
392, MOO J0220+0736 ,35.231667,7.608060000000001,0.57,8.6,       ,        ,          
393, MOO J0221+1755 ,35.26125,17.93139,0.56,8.4,       ,        ,          
394, MOO J0221-1510 ,35.295833,-15.18,0.61,9.4,  1.13 ,        ,       28 
395, MOO J0221+2250 ,35.324166999999996,22.84444,0.6,8.9,  1.21 ,        ,       27 
396, MOO J0221-0321 ,35.430417,-3.3641699999999997,0.66,10.3,       ,  1.016 ,          
397, MOO J0222-2333 ,35.56,-23.55056,0.58,9.0,  1.03 ,        ,       37 
398, MOO J0222-2330 ,35.722916999999995,-23.50306,0.74,11.3,  0.97 ,        ,       50 
399, MOO J0222-0328 ,35.725417,-3.47306,0.58,8.9,   1.1 ,    1.0 ,       34 
400, MOO J0223-2605 ,35.856667,-26.09222,0.63,9.7,  1.03 ,        ,       41 
401, MOO J0224-2745 ,36.178333,-27.755,0.6,9.2,  1.36 ,        ,       25 
402, MOO J0224+1730 ,36.18375,17.50167,0.64,9.6,  0.94 ,        ,       38 
403, MOO J0225-2706 ,36.34875,-27.10083,0.61,9.4,  1.14 ,        ,       20 
404, MOO J0225-0910 ,36.4725,-9.17722,0.64,10.0,   0.9 ,        ,       34 
405, MOO J0226-1717 ,36.545417,-17.29472,0.56,8.7,       ,        ,          
406, MOO J0226+1505 ,36.594583,15.089720000000002,0.57,8.5,       ,        ,          
407, MOO J0226+1413 ,36.651666999999996,14.23,0.7,10.5,  0.88 ,        ,       52 
408, MOO J0226+1830 ,36.70375,18.51472,0.57,8.5,       ,        ,          
409, MOO J0226+0332 ,36.733333,3.54333,0.62,9.6,  0.99 ,        ,       16 
410, MOO J0226+1909 ,36.737916999999996,19.16306,0.61,9.1,  1.23 ,        ,       30 
411, MOO J0227-0227 ,36.8075,-2.4525,0.58,9.0,       ,        ,          
412, MOO J0227+2722 ,36.823333,27.371109999999998,0.6,9.9,  0.96 ,        ,       27 
413, MOO J0227-1324 ,36.87625,-13.414439999999999,0.57,8.8,       ,        ,          
414, MOO J0227+1810 ,36.890417,18.178060000000002,0.62,9.2,  0.97 ,        ,       36 
415, MOO J0227-2059 ,36.968333,-20.987779999999997,0.57,8.8,       ,        ,          
416, MOO J0228-0644 ,37.005417,-6.745830000000001,0.65,10.1,  0.86 ,        ,       22 
417, MOO J0228+2906 ,37.103333,29.10111,0.62,10.2,  1.09 ,        ,       25 
418, MOO J0228+2854 ,37.125,28.905279999999998,0.56,9.2,       ,        ,          
419, MOO J0228-1009 ,37.142083,-10.16194,0.57,8.9,       ,        ,          
420, MOO J0228-1811 ,37.147917,-18.18444,0.56,8.6,       ,        ,          
421, MOO J0228-1742 ,37.160416999999995,-17.71278,0.57,8.7,       ,        ,          
422, MOO J0230-0626 ,37.576667,-6.44111,0.62,9.6,  0.99 ,        ,       38 
423, MOO J0230+1421 ,37.618333,14.360560000000001,0.59,8.9,  1.01 ,        ,       17 
424, MOO J0230-1849 ,37.654167,-18.81917,0.62,9.5,  1.02 ,        ,       41 
425, MOO J0231-1513 ,37.762917,-15.23083,0.59,9.0,  1.14 ,        ,       12 
426, MOO J0231-0212 ,37.805417,-2.20833,0.68,10.6,  1.43 ,        ,       22 
427, MOO J0231+1045 ,37.955,10.76028,0.59,9.0,  1.09 ,        ,       20 
428, MOO J0233+1306 ,38.262917,13.10861,0.58,8.7,       ,        ,          
429, MOO J0234+2410 ,38.576667,24.16667,0.58,8.7,   1.4 ,        ,       23 
430, MOO J0234-1131 ,38.61625,-11.525830000000001,0.58,9.0,  1.12 ,        ,       21 
431, MOO J0234-0902 ,38.624583,-9.04306,0.56,8.7,  0.99 ,        ,       32 
432, MOO J0234-0107 ,38.64,-1.1213899999999999,0.59,9.2,  1.19 ,        ,       27 
433, MOO J0235-2026 ,38.813333,-20.433889999999998,0.64,9.9,  1.47 ,        ,       26 
434, MOO J0235-1224 ,38.904583,-12.41083,0.6,9.2,  1.43 ,        ,          
435, MOO J0235+0311 ,38.95125,3.1855599999999997,0.63,9.8,  1.36 ,        ,       29 
436, MOO J0235+2318 ,38.96375,23.31083,0.6,9.0,  1.05 ,        ,       12 
437, MOO J0235-1500 ,38.969583,-15.009170000000001,0.57,8.7,       ,        ,          
438, MOO J0236+0714 ,39.07125,7.23778,0.58,8.8,  1.06 ,        ,          
439, MOO J0236-1813 ,39.192083000000004,-18.22778,0.59,9.0,  1.08 ,        ,       28 
440, MOO J0236+0605 ,39.240833,6.08472,0.69,10.3,  1.29 ,        ,       33 
441, MOO J0237+2112 ,39.289583,21.20083,0.58,8.7,       ,        ,          
442, MOO J0237-1117 ,39.302917,-11.28722,0.61,9.5,  1.14 ,        ,       41 
443, MOO J0237-0628 ,39.4825,-6.47583,0.72,11.2,  1.14 ,        ,       30 
444, MOO J0238-1520 ,39.72,-15.346110000000001,0.58,8.9,       ,        ,          
445, MOO J0238-1911 ,39.73875,-19.19278,0.6,9.2,  1.23 ,        ,       29 
446, MOO J0239-1035 ,39.920417,-10.59056,0.58,9.0,  0.94 ,        ,       22 
447, MOO J0239-0233 ,39.9225,-2.55667,0.57,8.8,       ,        ,          
448, MOO J0240-1912 ,40.006667,-19.2025,0.62,9.5,  1.13 ,        ,       33 
449, MOO J0240+2428 ,40.089583000000005,24.47194,0.67,10.0,       ,        ,          
450, MOO J0240-0641 ,40.135,-6.69861,0.59,9.2,  0.75 ,        ,       22 
451, MOO J0241-1059 ,40.315,-10.99417,0.57,8.9,       ,        ,          
452, MOO J0241-0003 ,40.346667,-0.05832999999999999,0.61,9.4,  0.99 ,        ,       23 
453, MOO J0241-0231 ,40.4825,-2.5244400000000002,0.6,9.3,  1.26 ,        ,       27 
454, MOO J0242+2951 ,40.611667,29.86083,0.68,10.8,  1.05 ,        ,       48 
455, MOO J0243+1051 ,40.8225,10.858889999999999,0.63,9.5,  1.09 ,        ,       34 
456, MOO J0243+0850 ,40.8725,8.84722,0.63,9.5,  1.12 ,        ,       36 
457, MOO J0244-2244 ,41.032917,-22.738329999999998,0.58,9.0,  1.06 ,        ,       32 
458, MOO J0245+1727 ,41.35125,17.456670000000003,0.57,8.5,       ,        ,          
459, MOO J0246-0612 ,41.58625,-6.2041699999999995,0.59,9.3,  0.94 ,        ,       46 
460, MOO J0246+2359 ,41.676667,23.991670000000003,0.66,9.8,  0.98 ,        ,       25 
461, MOO J0247+3100 ,41.785,31.01,0.71,11.2,  1.02 ,        ,       23 
462, MOO J0248-0925 ,42.111667,-9.431939999999999,0.57,9.0,       ,        ,          
463, MOO J0249-1855 ,42.330833,-18.92944,0.74,11.3,  1.24 ,        ,       47 
464, MOO J0249-0935 ,42.444167,-9.59028,0.66,10.4,  1.24 ,        ,       35 
465, MOO J0250-0443 ,42.68125,-4.72056,0.57,9.0,       ,        ,          
466, MOO J0253-0619 ,43.309583,-6.3322199999999995,0.57,9.1,       ,        ,          
467, MOO J0254-1736 ,43.523333,-17.6125,0.65,10.0,  1.36 ,        ,       39 
468, MOO J0254+1012 ,43.620416999999996,10.211110000000001,0.63,9.0,  0.94 ,        ,       26 
469, MOO J0254+1310 ,43.633333,13.16806,0.66,9.4,  1.06 ,        ,       25 
470, MOO J0255+1614 ,43.802917,16.23944,0.63,9.5,  1.23 ,        ,       23 
471, MOO J0255-0716 ,43.863333000000004,-7.26917,0.58,9.2,  1.03 ,        ,       39 
472, MOO J0255-0231 ,43.901666999999996,-2.5219400000000003,0.66,10.2,   1.1 ,        ,       26 
473, MOO J0256+1725 ,44.0,17.42667,0.56,8.4,       ,        ,          
474, MOO J0256-1901 ,44.045417,-19.019170000000003,0.65,9.9,  0.94 ,        ,       33 
475, MOO J0256+1501 ,44.0475,15.0225,0.61,9.2,  1.03 ,        ,       19 
476, MOO J0256+0006 ,44.136666999999996,0.10389000000000001,0.59,9.1,       ,        ,          
477, MOO J0256+2406 ,44.147917,24.11139,0.67,10.0,  0.84 ,        ,       32 
478, MOO J0256+1720 ,44.190417,17.34972,0.57,8.5,       ,        ,          
479, MOO J0257-2137 ,44.328333,-21.62806,0.56,8.6,       ,        ,          
480, MOO J0257+0245 ,44.383333,2.765,0.7,10.8,  0.86 ,        ,       28 
481, MOO J0258+2013 ,44.5025,20.224439999999998,0.58,8.7,  1.08 ,        ,       33 
482, MOO J0258+2025 ,44.728333,20.42417,0.63,9.5,  1.13 ,        ,       21 
483, MOO J0259-1231 ,44.785,-12.52111,0.63,9.9,   1.1 ,        ,       29 
484, MOO J0259-1704 ,44.93125,-17.07,0.61,9.3,  0.97 ,        ,       51 
485, MOO J0259-0739 ,44.996666999999995,-7.65861,0.6,9.4,  0.93 ,        ,        6 
486, MOO J0300+0124 ,45.046667,1.41583,0.63,9.7,  1.33 ,        ,       37 
487, MOO J0300+1039 ,45.125833,10.66417,0.66,9.3,  1.16 ,        ,       40 
488, MOO J0300+1243 ,45.14125,12.72306,0.57,8.1,       ,        ,          
489, MOO J0300+2842 ,45.152083000000005,28.706670000000003,0.59,9.4,  0.98 ,        ,       45 
490, MOO J0300+0029 ,45.179583,0.49917,0.65,10.1,  1.08 ,        ,       17 
491, MOO J0301-2056 ,45.32125,-20.94333,0.59,9.0,  0.99 ,        ,       27 
492, MOO J0301-2402 ,45.461667,-24.04861,0.57,8.7,       ,        ,          
493, MOO J0302+1808 ,45.5575,18.13833,0.57,8.6,       ,        ,          
494, MOO J0302+2452 ,45.58125,24.87111,0.67,10.0,  0.98 ,        ,       23 
495, MOO J0302-2522 ,45.6575,-25.37278,0.62,9.6,  1.12 ,        ,       24 
496, MOO J0302-1925 ,45.727917,-19.43194,0.56,8.7,       ,        ,          
497, MOO J0303+1420 ,45.785416999999995,14.33806,0.64,9.1,   1.1 ,        ,       33 
498, MOO J0303+1315 ,45.8075,13.25194,0.56,8.0,       ,        ,          
499, MOO J0303+2746 ,45.807916999999996,27.77778,0.6,9.5,  1.08 ,        ,       25 
500, MOO J0303+1857 ,45.915417,18.96556,0.68,10.1,  1.21 ,        ,       45 
501, MOO J0304-1612 ,46.029583,-16.20056,0.77,11.9,  1.05 ,        ,       26 
502, MOO J0305-0308 ,46.407917,-3.13944,0.58,9.0,   1.1 ,        ,       29 
503, MOO J0305+0453 ,46.447917,4.88889,0.6,9.2,   0.8 ,        ,       66 
504, MOO J0306-2410 ,46.537917,-24.17833,0.62,9.6,   0.9 ,        ,       13 
505, MOO J0306+0857 ,46.650417,8.95444,0.61,8.7,  0.99 ,        ,       20 
506, MOO J0307+1712 ,46.804583,17.20694,0.56,8.4,       ,        ,          
507, MOO J0307-2530 ,46.8325,-25.51389,0.59,9.2,  0.98 ,        ,       41 
508, MOO J0307+2530 ,46.97375,25.50222,0.59,9.4,       ,        ,          
509, MOO J0308-2915 ,47.023333,-29.25222,0.76,11.8,  1.01 ,        ,       53 
510, MOO J0308-1320 ,47.049583,-13.33528,0.6,9.5,  1.33 ,        ,       31 
511, MOO J0308+1230 ,47.137083000000004,12.50944,0.57,8.2,       ,        ,          
512, MOO J0308+0526 ,47.140833,5.44056,0.57,8.0,       ,        ,          
513, MOO J0309+2435 ,47.295833,24.59917,0.61,9.1,  1.13 ,        ,       21 
514, MOO J0309-1435 ,47.396667,-14.59944,0.58,9.2,  0.93 ,        ,       13 
515, MOO J0309-1615 ,47.434583,-16.252779999999998,0.6,9.3,  1.24 ,        ,       31 
516, MOO J0309-1220 ,47.444167,-12.335560000000001,0.63,9.9,  1.47 ,        ,       24 
517, MOO J0310+0921 ,47.740417,9.36306,0.6,8.5,  0.86 ,        ,       25 
518, MOO J0311+2220 ,47.802083,22.33361,0.65,9.7,  1.01 ,        ,       14 
519, MOO J0311+0431 ,47.982083,4.52944,0.56,8.7,       ,        ,          
520, MOO J0311+1517 ,47.984583,15.298329999999998,0.57,8.6,       ,        ,          
521, MOO J0312+0345 ,48.095833,3.75444,0.61,9.4,  1.08 ,        ,       29 
522, MOO J0312+1553 ,48.177083,15.89944,0.61,9.0,  1.39 ,        ,       39 
523, MOO J0312+1159 ,48.215416999999995,11.983889999999999,0.58,8.2,       ,        ,          
524, MOO J0312+2506 ,48.235833,25.11111,0.63,10.2,  1.24 ,        ,       37 
525, MOO J0312+0054 ,48.242083,0.9030600000000001,0.56,8.7,       ,        ,          
526, MOO J0313+2025 ,48.46125,20.42361,0.61,9.1,   1.1 ,        ,       37 
527, MOO J0314-2222 ,48.50625,-22.36944,0.63,9.7,  1.14 ,        ,       36 
528, MOO J0314-2138 ,48.594167,-21.64861,0.64,9.9,  1.09 ,        ,       21 
529, MOO J0314+0908 ,48.6075,9.14139,0.59,8.4,       ,        ,          
530, MOO J0314-0036 ,48.63125,-0.60278,0.65,10.0,  0.98 ,        ,       13 
531, MOO J0315-1227 ,48.878333000000005,-12.459439999999999,0.58,9.2,  0.99 ,        ,       33 
532, MOO J0315-1727 ,48.902083000000005,-17.45361,0.59,9.2,  1.12 ,        ,       28 
533, MOO J0316+1407 ,49.032083,14.12222,0.67,9.5,   0.9 ,        ,       32 
534, MOO J0316+1825 ,49.11375,18.41667,0.6,9.0,  1.38 ,        ,       23 
535, MOO J0316+1802 ,49.187083,18.043329999999997,0.75,11.1,  0.98 ,        ,       26 
536, MOO J0316+1200 ,49.227917,12.004439999999999,0.62,8.8,   0.9 ,        ,       45 
537, MOO J0318-1318 ,49.533333,-13.305829999999998,0.66,10.3,  1.01 ,        ,       23 
538, MOO J0318-1224 ,49.63125,-12.40278,0.57,9.0,       ,        ,          
539, MOO J0318+2139 ,49.636666999999996,21.66167,0.85,12.6,   0.8 ,        ,       42 
540, MOO J0318-2025 ,49.662083,-20.43167,0.67,10.3,  1.08 ,        ,       36 
541, MOO J0318+1204 ,49.719583,12.0825,0.61,8.7,   0.8 ,        ,       29 
542, MOO J0318-0752 ,49.73125,-7.8777800000000004,0.58,9.2,  1.08 ,        ,       23 
543, MOO J0320-0442 ,50.182083,-4.70806,0.82,12.3,  0.93 ,        ,       14 
544, MOO J0320+2235 ,50.220833,22.594720000000002,0.62,9.3,   0.9 ,        ,       13 
545, MOO J0321-1906 ,50.3125,-19.10417,0.71,11.0,  0.97 ,        ,       13 
546, MOO J0321+0345 ,50.444583,3.75889,0.57,8.5,       ,        ,          
547, MOO J0321+2500 ,50.460833,25.00167,0.65,10.0,  1.16 ,        ,       61 
548, MOO J0321+0611 ,50.479583,6.19056,0.58,8.2,       ,        ,          
549, MOO J0321-0821 ,50.497917,-8.362219999999999,0.6,9.5,  0.99 ,        ,       21 
550, MOO J0322-0414 ,50.533333,-4.24028,0.57,8.4,       ,        ,          
551, MOO J0322+1317 ,50.625,13.284720000000002,0.75,10.6,  1.09 ,        ,       50 
552, MOO J0322-1507 ,50.6275,-15.12694,0.64,9.9,  1.24 ,        ,       28 
553, MOO J0322-1332 ,50.684583,-13.53917,0.64,10.1,  0.99 ,        ,       51 
554, MOO J0324+1401 ,51.172083,14.0275,0.59,8.4,       ,        ,          
555, MOO J0325+0948 ,51.28375,9.80167,0.59,8.4,  1.09 ,        ,       19 
556, MOO J0325-0507 ,51.370833000000005,-5.12639,0.67,10.5,  0.91 ,        ,       24 
